Lake.Code,Station,Month,Day,Year,Time,Pool.Elevation,Surface.Temp,Secchi,Conductivity,Gear.Code,Gear.Length,Habitat,Effort,Species.Code,Number.of.individuals,TL_mm,Wt_g
BLACK,7,11,29,2011,1308,937,11,12,331,31,65,NA,22,106,1,185,70
BLACK,7,11,29,2011,1308,937,11,12,331,31,65,NA,22,106,1,174,52
BLACK,7,11,29,2011,1308,937,11,12,331,31,65,NA,22,106,1,182,54
BLACK,7,11,29,2011,1308,937,11,12,331,31,65,NA,22,106,1,167,44
BLACK,7,11,29,2011,1308,937,11,12,331,31,65,NA,22,106,1,166,44
BLACK,7,11,29,2011,1308,937,11,12,331,31,65,NA,22,106,1,115,12
BLACK,6,11,29,2011,1253,937,11,12,326,31,65,NA,22,106,1,300,420
BLACK,6,11,29,2011,1253,937,11,12,326,31,65,NA,22,106,1,273,266
BLACK,6,11,29,2011,1253,937,11,12,326,31,65,NA,22,106,1,211,104
BLACK,6,11,29,2011,1253,937,11,12,326,31,65,NA,22,106,1,178,56
BLACK,6,11,29,2011,1253,937,11,12,326,31,65,NA,22,106,1,220,104
BLACK,6,11,29,2011,1253,937,11,12,326,31,65,NA,22,106,1,214,106
BLACK,6,11,29,2011,1253,937,11,12,326,31,65,NA,22,106,1,171,54
BLACK,6,11,29,2011,1253,937,11,12,326,31,65,NA,22,106,1,179,54
BLACK,6,11,29,2011,1253,937,11,12,326,31,65,NA,22,106,1,185,56
BLACK,6,11,29,2011,1253,937,11,12,326,31,65,NA,22,106,1,189,74
BLACK,6,11,29,2011,1253,937,11,12,326,31,65,NA,22,106,1,199,80
BLACK,6,11,29,2011,1253,937,11,12,326,31,65,NA,22,106,1,208,100
BLACK,6,11,29,2011,1253,937,11,12,326,31,65,NA,22,106,1,176,54
BLACK,6,11,29,2011,1253,937,11,12,326,31,65,NA,22,106,1,178,60
BLACK,6,11,29,2011,1253,937,11,12,326,31,65,NA,22,106,1,211,94
BLACK,6,11,29,2011,1253,937,11,12,326,31,65,NA,22,106,1,167,50
BLACK,6,11,29,2011,1253,937,11,12,326,31,65,NA,22,106,1,179,56
BLACK,6,11,29,2011,1253,937,11,12,326,31,65,NA,22,106,1,174,52
BLACK,6,11,29,2011,1253,937,11,12,326,31,65,NA,22,106,1,193,80
BLACK,6,11,29,2011,1253,937,11,12,326,31,65,NA,22,106,1,190,84
BLACK,6,11,29,2011,1253,937,11,12,326,31,65,NA,22,106,1,171,58
BLACK,6,11,29,2011,1253,937,11,12,326,31,65,NA,22,106,1,169,50
BLACK,6,11,29,2011,1253,937,11,12,326,31,65,NA,22,106,1,180,60
BLACK,6,11,29,2011,1253,937,11,12,326,31,65,NA,22,106,1,154,38
BLACK,6,11,29,2011,1253,937,11,12,326,31,65,NA,22,106,1,168,52
BLACK,6,11,29,2011,1253,937,11,12,326,31,65,NA,22,106,1,198,76
BLACK,6,11,29,2011,1253,937,11,12,326,31,65,NA,22,106,1,218,104
BLACK,6,11,29,2011,1253,937,11,12,326,31,65,NA,22,106,1,178,60
BLACK,6,11,29,2011,1253,937,11,12,326,31,65,NA,22,106,1,300,424
BLACK,6,11,29,2011,1253,937,11,12,326,31,65,NA,22,106,1,227,128
BLACK,6,11,29,2011,1253,937,11,12,326,31,65,NA,22,106,1,237,156
BLACK,6,11,29,2011,1253,937,11,12,326,31,65,NA,22,106,1,304,456
BLACK,6,11,29,2011,1253,937,11,12,326,31,65,NA,22,106,1,175,54
BLACK,6,11,29,2011,1253,937,11,12,326,31,65,NA,22,106,1,180,60
BLACK,6,11,29,2011,1253,937,11,12,326,31,65,NA,22,106,1,173,54
BLACK,6,11,29,2011,1253,937,11,12,326,31,65,NA,22,106,1,178,60
BLACK,6,11,29,2011,1253,937,11,12,326,31,65,NA,22,106,1,183,58
BLACK,6,11,29,2011,1253,937,11,12,326,31,65,NA,22,106,1,170,52
BLACK,6,11,29,2011,1253,937,11,12,326,31,65,NA,22,106,1,173,54
BLACK,6,11,29,2011,1253,937,11,12,326,31,65,NA,22,106,1,184,68
BLACK,6,11,29,2011,1253,937,11,12,326,31,65,NA,22,106,1,210,98
BLACK,6,11,29,2011,1253,937,11,12,326,31,65,NA,22,106,1,175,56
BLACK,6,11,29,2011,1253,937,11,12,326,31,65,NA,22,106,1,197,82
BLACK,6,11,29,2011,1253,937,11,12,326,31,65,NA,22,106,1,191,72
BLACK,6,11,29,2011,1253,937,11,12,326,31,65,NA,22,106,1,177,66
BLACK,6,11,29,2011,1253,937,11,12,326,31,65,NA,22,106,1,183,60
BLACK,6,11,29,2011,1253,937,11,12,326,31,65,NA,22,106,1,189,68
BLACK,6,11,29,2011,1253,937,11,12,326,31,65,NA,22,106,1,215,106
BLACK,6,11,29,2011,1253,937,11,12,326,31,65,NA,22,106,1,214,112
BLACK,6,11,29,2011,1253,937,11,12,326,31,65,NA,22,106,1,160,46
BLACK,6,11,29,2011,1253,937,11,12,326,31,65,NA,22,106,1,155,38
BLACK,6,11,29,2011,1253,937,11,12,326,31,65,NA,22,106,1,153,38
BLACK,6,11,29,2011,1253,937,11,12,326,31,65,NA,22,106,1,173,56
BLACK,6,11,29,2011,1253,937,11,12,326,31,65,NA,22,106,1,182,60
BLACK,6,11,29,2011,1253,937,11,12,326,31,65,NA,22,106,1,180,60
BLACK,6,11,29,2011,1253,937,11,12,326,31,65,NA,22,106,1,161,44
BLACK,6,11,29,2011,1253,937,11,12,326,31,65,NA,22,106,1,180,58
BLACK,6,11,29,2011,1253,937,11,12,326,31,65,NA,22,106,1,190,78
BLACK,6,11,29,2011,1253,937,11,12,326,31,65,NA,22,106,1,180,60
BLACK,6,11,29,2011,1253,937,11,12,326,31,65,NA,22,106,1,182,68
BLACK,6,11,29,2011,1253,937,11,12,326,31,65,NA,22,106,1,170,50
BLACK,6,11,29,2011,1253,937,11,12,326,31,65,NA,22,106,1,180,62
BLACK,6,11,29,2011,1253,937,11,12,326,31,65,NA,22,106,1,205,86
BLACK,6,11,29,2011,1253,937,11,12,326,31,65,NA,22,106,1,221,116
BLACK,6,11,29,2011,1253,937,11,12,326,31,65,NA,22,106,1,203,98
BLACK,6,11,29,2011,1253,937,11,12,326,31,65,NA,22,106,1,122,18
BLACK,6,11,29,2011,1253,937,11,12,326,31,65,NA,22,106,1,116,18
BLACK,6,11,29,2011,1253,937,11,12,326,31,65,NA,22,106,1,117,16
BLACK,6,11,29,2011,1253,937,11,12,326,31,65,NA,22,106,1,108,6
BLACK,6,11,29,2011,1253,937,11,12,326,31,65,NA,22,106,1,109,8
BLACK,6,11,29,2011,1253,937,11,12,326,31,65,NA,22,106,1,111,8
BLACK,5,11,29,2011,1243,937,11,12,99999,31,65,NA,22,106,1,222,106
BLACK,5,11,29,2011,1243,937,11,12,99999,31,65,NA,22,106,1,199,94
BLACK,5,11,29,2011,1243,937,11,12,99999,31,65,NA,22,106,1,200,90
BLACK,5,11,29,2011,1243,937,11,12,99999,31,65,NA,22,106,1,212,98
BLACK,5,11,29,2011,1243,937,11,12,99999,31,65,NA,22,106,1,232,136
BLACK,5,11,29,2011,1243,937,11,12,99999,31,65,NA,22,106,1,208,88
BLACK,5,11,29,2011,1243,937,11,12,99999,31,65,NA,22,106,1,205,88
BLACK,5,11,29,2011,1243,937,11,12,99999,31,65,NA,22,106,1,305,390
BLACK,5,11,29,2011,1243,937,11,12,99999,31,65,NA,22,106,1,192,76
BLACK,5,11,29,2011,1243,937,11,12,99999,31,65,NA,22,106,1,185,58
BLACK,5,11,29,2011,1243,937,11,12,99999,31,65,NA,22,106,1,178,60
BLACK,5,11,29,2011,1243,937,11,12,99999,31,65,NA,22,106,1,213,108
BLACK,5,11,29,2011,1243,937,11,12,99999,31,65,NA,22,106,1,195,60
BLACK,5,11,29,2011,1243,937,11,12,99999,31,65,NA,22,106,1,176,56
BLACK,5,11,29,2011,1243,937,11,12,99999,31,65,NA,22,106,1,117,14
BLACK,5,11,29,2011,1243,937,11,12,99999,31,65,NA,22,106,1,99,6
BLACK,5,11,29,2011,1243,937,11,12,99999,31,65,NA,22,106,1,85,6
BLACK,5,11,29,2011,1243,937,11,12,99999,31,65,NA,22,106,1,240,152
BLACK,5,11,29,2011,1243,937,11,12,99999,31,65,NA,22,106,1,165,46
BLACK,5,11,29,2011,1243,937,11,12,99999,31,65,NA,22,106,1,161,46
BLACK,5,11,29,2011,1243,937,11,12,99999,31,65,NA,22,106,1,182,60
BLACK,5,11,29,2011,1243,937,11,12,99999,31,65,NA,22,106,1,205,94
BLACK,5,11,29,2011,1243,937,11,12,99999,31,65,NA,22,106,1,177,58
BLACK,5,11,29,2011,1243,937,11,12,99999,31,65,NA,22,106,1,157,38
BLACK,5,11,29,2011,1243,937,11,12,99999,31,65,NA,22,106,1,208,92
BLACK,5,11,29,2011,1243,937,11,12,99999,31,65,NA,22,106,1,229,120
BLACK,5,11,29,2011,1243,937,11,12,99999,31,65,NA,22,106,1,168,46
BLACK,5,11,29,2011,1243,937,11,12,99999,31,65,NA,22,106,1,257,202
BLACK,5,11,29,2011,1243,937,11,12,99999,31,65,NA,22,106,1,230,128
BLACK,5,11,29,2011,1243,937,11,12,99999,31,65,NA,22,106,1,232,114
BLACK,5,11,29,2011,1243,937,11,12,99999,31,65,NA,22,106,1,164,40
BLACK,5,11,29,2011,1243,937,11,12,99999,31,65,NA,22,106,1,177,52
BLACK,5,11,29,2011,1243,937,11,12,99999,31,65,NA,22,106,1,192,74
BLACK,5,11,29,2011,1243,937,11,12,99999,31,65,NA,22,106,1,177,54
BLACK,5,11,29,2011,1243,937,11,12,99999,31,65,NA,22,106,1,168,46
BLACK,5,11,29,2011,1243,937,11,12,99999,31,65,NA,22,106,1,197,76
BLACK,5,11,29,2011,1243,937,11,12,99999,31,65,NA,22,106,1,219,108
BLACK,5,11,29,2011,1243,937,11,12,99999,31,65,NA,22,106,1,172,50
BLACK,5,11,29,2011,1243,937,11,12,99999,31,65,NA,22,106,1,166,50
BLACK,5,11,29,2011,1243,937,11,12,99999,31,65,NA,22,106,1,168,48
BLACK,5,11,29,2011,1243,937,11,12,99999,31,65,NA,22,106,1,174,50
BLACK,5,11,29,2011,1243,937,11,12,99999,31,65,NA,22,106,1,186,66
BLACK,5,11,29,2011,1243,937,11,12,99999,31,65,NA,22,106,1,189,68
BLACK,5,11,29,2011,1243,937,11,12,99999,31,65,NA,22,106,1,175,56
BLACK,5,11,29,2011,1243,937,11,12,99999,31,65,NA,22,106,1,124,18
BLACK,5,11,29,2011,1243,937,11,12,99999,31,65,NA,22,106,1,169,48
BLACK,5,11,29,2011,1243,937,11,12,99999,31,65,NA,22,106,1,185,58
BLACK,4,11,29,2011,1229,937,11,14,326,31,65,NA,22,106,1,233,116
BLACK,4,11,29,2011,1229,937,11,14,326,31,65,NA,22,106,1,295,404
BLACK,4,11,29,2011,1229,937,11,14,326,31,65,NA,22,106,1,167,42
BLACK,4,11,29,2011,1229,937,11,14,326,31,65,NA,22,106,1,212,92
BLACK,4,11,29,2011,1229,937,11,14,326,31,65,NA,22,106,1,217,100
BLACK,4,11,29,2011,1229,937,11,14,326,31,65,NA,22,106,1,198,76
BLACK,4,11,29,2011,1229,937,11,14,326,31,65,NA,22,106,1,195,70
BLACK,4,11,29,2011,1229,937,11,14,326,31,65,NA,22,106,1,175,56
BLACK,4,11,29,2011,1229,937,11,14,326,31,65,NA,22,106,1,214,98
BLACK,4,11,29,2011,1229,937,11,14,326,31,65,NA,22,106,1,173,52
BLACK,4,11,29,2011,1229,937,11,14,326,31,65,NA,22,106,1,172,52
BLACK,4,11,29,2011,1229,937,11,14,326,31,65,NA,22,106,1,268,290
BLACK,4,11,29,2011,1229,937,11,14,326,31,65,NA,22,106,1,220,98
BLACK,4,11,29,2011,1229,937,11,14,326,31,65,NA,22,106,1,223,106
BLACK,4,11,29,2011,1229,937,11,14,326,31,65,NA,22,106,1,217,100
BLACK,4,11,29,2011,1229,937,11,14,326,31,65,NA,22,106,1,172,46
BLACK,4,11,29,2011,1229,937,11,14,326,31,65,NA,22,106,1,195,62
BLACK,4,11,29,2011,1229,937,11,14,326,31,65,NA,22,106,1,213,88
BLACK,4,11,29,2011,1229,937,11,14,326,31,65,NA,22,106,1,190,60
BLACK,4,11,29,2011,1229,937,11,14,326,31,65,NA,22,106,1,188,68
BLACK,4,11,29,2011,1229,937,11,14,326,31,65,NA,22,106,1,229,110
BLACK,4,11,29,2011,1229,937,11,14,326,31,65,NA,22,106,1,226,110
BLACK,4,11,29,2011,1229,937,11,14,326,31,65,NA,22,106,1,194,84
BLACK,4,11,29,2011,1229,937,11,14,326,31,65,NA,22,106,1,200,88
BLACK,4,11,29,2011,1229,937,11,14,326,31,65,NA,22,106,1,218,110
BLACK,4,11,29,2011,1229,937,11,14,326,31,65,NA,22,106,1,101,6
BLACK,3,11,29,2011,1216,937,11,14,326,31,65,NA,22,106,1,182,62
BLACK,3,11,29,2011,1216,937,11,14,326,31,65,NA,22,106,1,170,50
BLACK,3,11,29,2011,1216,937,11,14,326,31,65,NA,22,106,1,169,44
BLACK,3,11,29,2011,1216,937,11,14,326,31,65,NA,22,106,1,183,62
BLACK,3,11,29,2011,1216,937,11,14,326,31,65,NA,22,106,1,189,68
BLACK,3,11,29,2011,1216,937,11,14,326,31,65,NA,22,106,1,167,44
BLACK,3,11,29,2011,1216,937,11,14,326,31,65,NA,22,106,1,167,46
BLACK,3,11,29,2011,1216,937,11,14,326,31,65,NA,22,106,1,178,46
BLACK,3,11,29,2011,1216,937,11,14,326,31,65,NA,22,106,1,220,108
BLACK,3,11,29,2011,1216,937,11,14,326,31,65,NA,22,106,1,220,106
BLACK,3,11,29,2011,1216,937,11,14,326,31,65,NA,22,106,1,225,122
BLACK,3,11,29,2011,1216,937,11,14,326,31,65,NA,22,106,1,210,96
BLACK,3,11,29,2011,1216,937,11,14,326,31,65,NA,22,106,1,219,102
BLACK,3,11,29,2011,1216,937,11,14,326,31,65,NA,22,106,1,276,286
BLACK,3,11,29,2011,1216,937,11,14,326,31,65,NA,22,106,1,170,48
BLACK,3,11,29,2011,1216,937,11,14,326,31,65,NA,22,106,1,269,260
BLACK,3,11,29,2011,1216,937,11,14,326,31,65,NA,22,106,1,170,40
BLACK,3,11,29,2011,1216,937,11,14,326,31,65,NA,22,106,1,111,8
BLACK,3,11,29,2011,1216,937,11,14,326,31,65,NA,22,106,1,105,6
BLACK,3,11,29,2011,1216,937,11,14,326,31,65,NA,22,106,1,108,6
BLACK,3,11,29,2011,1216,937,11,14,326,31,65,NA,22,106,1,94,6
BLACK,3,11,29,2011,1216,937,11,14,326,31,65,NA,22,106,1,107,6
BLACK,3,11,29,2011,1216,937,11,14,326,31,65,NA,22,106,1,287,366
BLACK,3,11,29,2011,1216,937,11,14,326,31,65,NA,22,106,1,180,56
BLACK,3,11,29,2011,1216,937,11,14,326,31,65,NA,22,106,1,179,56
BLACK,3,11,29,2011,1216,937,11,14,326,31,65,NA,22,106,1,169,48
BLACK,3,11,29,2011,1216,937,11,14,326,31,65,NA,22,106,1,174,48
BLACK,3,11,29,2011,1216,937,11,14,326,31,65,NA,22,106,1,213,104
BLACK,3,11,29,2011,1216,937,11,14,326,31,65,NA,22,106,1,218,110
BLACK,3,11,29,2011,1216,937,11,14,326,31,65,NA,22,106,1,181,60
BLACK,3,11,29,2011,1216,937,11,14,326,31,65,NA,22,106,1,195,70
BLACK,3,11,29,2011,1216,937,11,14,326,31,65,NA,22,106,1,180,58
BLACK,3,11,29,2011,1216,937,11,14,326,31,65,NA,22,106,1,110,8
BLACK,3,11,29,2011,1216,937,11,14,326,31,65,NA,22,106,1,166,46
BLACK,3,11,29,2011,1216,937,11,14,326,31,65,NA,22,106,1,172,48
BLACK,3,11,29,2011,1216,937,11,14,326,31,65,NA,22,106,1,110,12
BLACK,3,11,29,2011,1216,937,11,14,326,31,65,NA,22,106,1,120,14
BLACK,3,11,29,2011,1216,937,11,14,326,31,65,NA,22,106,1,100,6
BLACK,3,11,29,2011,1216,937,11,14,326,31,65,NA,22,106,1,84,4
BLACK,3,11,29,2011,1216,937,11,14,326,31,65,NA,22,106,1,108,6
BLACK,3,11,29,2011,1216,937,11,14,326,31,65,NA,22,106,1,110,12
BLACK,3,11,29,2011,1216,937,11,14,326,31,65,NA,22,106,1,113,12
BLACK,3,11,29,2011,1216,937,11,14,326,31,65,NA,22,106,1,179,58
BLACK,3,11,29,2011,1216,937,11,14,326,31,65,NA,22,106,1,167,46
BLACK,3,11,29,2011,1216,937,11,14,326,31,65,NA,22,106,1,174,56
BLACK,3,11,29,2011,1216,937,11,14,326,31,65,NA,22,106,1,178,58
BLACK,3,11,29,2011,1216,937,11,14,326,31,65,NA,22,106,1,162,38
BLACK,3,11,29,2011,1216,937,11,14,326,31,65,NA,22,106,1,116,12
BLACK,3,11,29,2011,1216,937,11,14,326,31,65,NA,22,106,1,114,10
BLACK,3,11,29,2011,1216,937,11,14,326,31,65,NA,22,106,1,175,52
BLACK,3,11,29,2011,1216,937,11,14,326,31,65,NA,22,107,1,170,62
BLACK,2,11,29,2011,1159,937,11,14,326,31,65,NA,22,106,1,203,86
BLACK,2,11,29,2011,1159,937,11,14,326,31,65,NA,22,106,1,187,60
BLACK,2,11,29,2011,1159,937,11,14,326,31,65,NA,22,106,1,170,48
BLACK,2,11,29,2011,1159,937,11,14,326,31,65,NA,22,106,1,235,138
BLACK,2,11,29,2011,1159,937,11,14,326,31,65,NA,22,106,1,203,88
BLACK,2,11,29,2011,1159,937,11,14,326,31,65,NA,22,106,1,229,120
BLACK,2,11,29,2011,1159,937,11,14,326,31,65,NA,22,106,1,214,100
BLACK,2,11,29,2011,1159,937,11,14,326,31,65,NA,22,106,1,213,110
BLACK,2,11,29,2011,1159,937,11,14,326,31,65,NA,22,106,1,232,126
BLACK,2,11,29,2011,1159,937,11,14,326,31,65,NA,22,106,1,188,62
BLACK,2,11,29,2011,1159,937,11,14,326,31,65,NA,22,106,1,177,58
BLACK,2,11,29,2011,1159,937,11,14,326,31,65,NA,22,106,1,209,92
BLACK,2,11,29,2011,1159,937,11,14,326,31,65,NA,22,106,1,164,40
BLACK,2,11,29,2011,1159,937,11,14,326,31,65,NA,22,106,1,117,12
BLACK,2,11,29,2011,1159,937,11,14,326,31,65,NA,22,106,1,108,6
BLACK,2,11,29,2011,1159,937,11,14,326,31,65,NA,22,106,1,101,6
BLACK,2,11,29,2011,1159,937,11,14,326,31,65,NA,22,106,1,90,4
BLACK,2,11,29,2011,1159,937,11,14,326,31,65,NA,22,106,1,100,6
BLACK,2,11,29,2011,1159,937,11,14,326,31,65,NA,22,106,1,212,98
BLACK,2,11,29,2011,1159,937,11,14,326,31,65,NA,22,106,1,175,56
BLACK,2,11,29,2011,1159,937,11,14,326,31,65,NA,22,106,1,175,48
BLACK,2,11,29,2011,1159,937,11,14,326,31,65,NA,22,106,1,213,100
BLACK,2,11,29,2011,1159,937,11,14,326,31,65,NA,22,106,1,243,132
BLACK,2,11,29,2011,1159,937,11,14,326,31,65,NA,22,106,1,206,98
BLACK,2,11,29,2011,1159,937,11,14,326,31,65,NA,22,106,1,214,106
BLACK,2,11,29,2011,1159,937,11,14,326,31,65,NA,22,106,1,180,54
BLACK,2,11,29,2011,1159,937,11,14,326,31,65,NA,22,106,1,110,12
BLACK,2,11,29,2011,1159,937,11,14,326,31,65,NA,22,106,1,95,6
BLACK,2,11,29,2011,1159,937,11,14,326,31,65,NA,22,106,1,112,12
BLACK,2,11,29,2011,1159,937,11,14,326,31,65,NA,22,106,1,110,12
BLACK,2,11,29,2011,1159,937,11,14,326,31,65,NA,22,106,1,188,58
BLACK,2,11,29,2011,1159,937,11,14,326,31,65,NA,22,106,1,172,50
BLACK,2,11,29,2011,1159,937,11,14,326,31,65,NA,22,106,1,215,108
BLACK,2,11,29,2011,1159,937,11,14,326,31,65,NA,22,106,1,210,96
BLACK,2,11,29,2011,1159,937,11,14,326,31,65,NA,22,106,1,180,54
BLACK,2,11,29,2011,1159,937,11,14,326,31,65,NA,22,106,1,173,52
BLACK,2,11,29,2011,1159,937,11,14,326,31,65,NA,22,106,1,180,56
BLACK,2,11,29,2011,1159,937,11,14,326,31,65,NA,22,106,1,112,12
BLACK,1,11,29,2011,1145,937,11,14,326,31,65,NA,22,106,1,301,428
BLACK,1,11,29,2011,1145,937,11,14,326,31,65,NA,22,106,1,279,354
BLACK,1,11,29,2011,1145,937,11,14,326,31,65,NA,22,106,1,306,450
BLACK,1,11,29,2011,1145,937,11,14,326,31,65,NA,22,106,1,321,434
BLACK,1,11,29,2011,1145,937,11,14,326,31,65,NA,22,106,1,235,140
BLACK,1,11,29,2011,1145,937,11,14,326,31,65,NA,22,106,1,256,208
BLACK,1,11,29,2011,1145,937,11,14,326,31,65,NA,22,106,1,231,128
BLACK,1,11,29,2011,1145,937,11,14,326,31,65,NA,22,106,1,229,102
BLACK,1,11,29,2011,1145,937,11,14,326,31,65,NA,22,106,1,205,96
BLACK,1,11,29,2011,1145,937,11,14,326,31,65,NA,22,106,1,162,42
BLACK,1,11,29,2011,1145,937,11,14,326,31,65,NA,22,106,1,205,94
BLACK,1,11,29,2011,1145,937,11,14,326,31,65,NA,22,106,1,204,86
BLACK,1,11,29,2011,1145,937,11,14,326,31,65,NA,22,106,1,226,120
BLACK,1,11,29,2011,1145,937,11,14,326,31,65,NA,22,106,1,199,86
BLACK,1,11,29,2011,1145,937,11,14,326,31,65,NA,22,106,1,190,80
BLACK,1,11,29,2011,1145,937,11,14,326,31,65,NA,22,106,1,243,158
BLACK,1,11,29,2011,1145,937,11,14,326,31,65,NA,22,106,1,236,146
BLACK,1,11,29,2011,1145,937,11,14,326,31,65,NA,22,106,1,220,110
BLACK,1,11,29,2011,1145,937,11,14,326,31,65,NA,22,106,1,201,94
BLACK,1,11,29,2011,1145,937,11,14,326,31,65,NA,22,106,1,207,102
BLACK,1,11,29,2011,1145,937,11,14,326,31,65,NA,22,106,1,210,96
BLACK,1,11,29,2011,1145,937,11,14,326,31,65,NA,22,106,1,229,120
BLACK,1,11,29,2011,1145,937,11,14,326,31,65,NA,22,106,1,180,64
BLACK,1,11,29,2011,1145,937,11,14,326,31,65,NA,22,106,1,180,62
BLACK,1,11,29,2011,1145,937,11,14,326,31,65,NA,22,106,1,165,34
BLACK,1,11,29,2011,1145,937,11,14,326,31,65,NA,22,106,1,180,56
BLACK,1,11,29,2011,1145,937,11,14,326,31,65,NA,22,106,1,172,52
BLACK,1,11,29,2011,1145,937,11,14,326,31,65,NA,22,106,1,172,52
BLACK,1,11,29,2011,1145,937,11,14,326,31,65,NA,22,106,1,168,48
BLACK,1,11,29,2011,1145,937,11,14,326,31,65,NA,22,106,1,121,22
BLACK,1,11,29,2011,1145,937,11,14,326,31,65,NA,22,106,1,99,6
BLACK,1,11,29,2011,1145,937,11,14,326,31,65,NA,22,106,1,105,12
BLACK,1,11,29,2011,1145,937,11,14,326,31,65,NA,22,106,1,175,54
BLACK,1,11,29,2011,1145,937,11,14,326,31,65,NA,22,106,1,108,6
BLACK,1,11,29,2011,1145,937,11,14,326,31,65,NA,22,106,1,NA,NA
BLACK,8,11,30,2011,1004,937,8,10,99999,31,65,NA,22,106,1,201,98
BLACK,8,11,30,2011,1004,937,8,10,99999,31,65,NA,22,106,1,222,120
BLACK,8,11,30,2011,1004,937,8,10,99999,31,65,NA,22,106,1,212,102
BLACK,8,11,30,2011,1004,937,8,10,99999,31,65,NA,22,106,1,232,136
BLACK,8,11,30,2011,1004,937,8,10,99999,31,65,NA,22,106,1,177,62
BLACK,8,11,30,2011,1004,937,8,10,99999,31,65,NA,22,106,1,235,126
BLACK,8,11,30,2011,1004,937,8,10,99999,31,65,NA,22,106,1,238,130
BLACK,8,11,30,2011,1004,937,8,10,99999,31,65,NA,22,106,1,210,104
BLACK,8,11,30,2011,1004,937,8,10,99999,31,65,NA,22,106,1,205,110
